time,CH1,CH2
   0.170000,  -2.240000,   3.520000
   0.170250,  -2.320000,   3.520000
   0.170500,  -2.360000,   3.520000
   0.170750,  -2.400000,   3.520000
   0.171000,  -2.400000,   3.520000
   0.171250,  -2.480000,   3.520000
   0.171500,  -2.520000,   3.520000
   0.171750,  -2.560000,   3.520000
   0.172000,  -2.560000,   3.520000
   0.172250,  -2.600000,   3.520000
   0.172500,  -2.640000,   3.520000
   0.172750,  -2.640000,   3.520000
   0.173000,  -2.680000,   3.520000
   0.173250,  -2.720000,   3.520000
   0.173500,  -2.760000,   3.520000
   0.173750,  -2.760000,   3.520000
   0.174000,  -2.800000,   3.520000
   0.174250,  -2.800000,   3.520000
   0.174500,  -2.800000,   3.520000
   0.174750,  -2.840000,   3.520000
   0.175000,  -2.840000,   3.520000
   0.175250,  -2.840000,   3.520000
   0.175500,  -2.880000,   3.520000
   0.175750,   2.440000,   3.520000
   0.176000,   2.480000,   3.520000
   0.176250,   2.520000,   3.520000
   0.176500,   2.560000,   3.520000
   0.176750,   2.600000,   3.520000
   0.177000,   2.640000,   3.520000
   0.177250,   2.680000,   3.520000
   0.177500,   2.720000,   3.520000
   0.177750,   2.720000,   3.520000
   0.178000,   2.800000,   3.520000
   0.178250,   2.800000,   3.520000
   0.178500,   2.840000,   3.520000
   0.178750,   2.840000,   3.520000
   0.179000,   2.880000,   3.520000
   0.179250,   2.920000,   3.520000
   0.179500,   2.920000,   3.520000
   0.179750,   2.960000,   3.520000
   0.180000,   2.960000,   3.520000
   0.180250,   2.960000,   3.520000
   0.180500,   3.000000,   3.520000
   0.180750,   3.000000,   3.520000
   0.181000,   3.000000,   3.520000
   0.181250,   3.040000,   3.520000
   0.181500,   3.040000,   3.520000
   0.181750,   3.040000,   3.520000
   0.182000,   3.040000,   3.520000
   0.182250,   3.080000,   3.520000
   0.182500,   3.040000,   3.520000
   0.182750,   3.040000,   3.520000
   0.183000,   3.040000,   3.520000
   0.183250,   3.040000,   3.520000
   0.183500,   3.040000,   3.520000
   0.183750,   3.000000,   3.520000
   0.184000,   3.000000,   3.520000
   0.184250,   3.000000,   3.520000
   0.184500,   2.960000,   3.520000
   0.184750,   2.960000,   3.520000
   0.185000,   2.920000,   3.520000
   0.185250,   2.920000,   3.520000
   0.185500,   2.880000,   3.520000
   0.185750,   2.880000,   3.520000
   0.186000,   2.840000,   3.520000
   0.186250,   2.800000,   3.520000
   0.186500,   2.760000,   3.520000
   0.186750,   2.760000,   3.520000
   0.187000,   2.720000,   3.520000
   0.187250,   2.680000,   3.520000
   0.187500,   2.640000,   3.520000
